GRID NAME,date assess,AA  3 yr,AS  3 yR,GS  3 yr,total IAA  3 yr,O 3yr,BRY  3yr,BS 3yr,CR 3yr,C 3yr,CE 3yr,CH 3yr,CLA  3yr,DC 3yr,DA  3yr,DF  3yr,DS  3yr,Total Dictyota sp. 3yr,GC 3yr,GP 3yr,GR 3yr,HAL/HD 3yr,HH 3yr,HYD 3yr,HC 3yr,HM 3yr,LC  3yr,LM 3yr,P 3yr,SF 3yr,ROCK COUNT  (0 cm),SEDIMENT DEPTH MEAN m+s  cm
8095 2761,3/2/19,2,0,0,2,,,,,,,,,,,,,0,,,,,,,,,,,,6,21,2.95
8095 2790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8095 2809,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2819,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2828,7/4/19,3,4,7,14,3,,,,,,3,,,,,,0,,,,,,,,,,1,,23,23,2.07
8095 2838,7/9/19,1,4,1,6,,,,,2,,,,,,,,0,,,,1,,,,,,4,,,31,2.04
8095 2848,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2857,4/17/19,16,18,2,36,18,,,,,,,,,,,,0,,,,,,,,,,,,,23,2.04
8095 2857,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2867,2/10/21,1,1,0,2,,,,,1,,3,,,,,,1,,,,,,,,,,16,,,52,2.40
8095 2877,7/12/16,41,34,40,115,74,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2896,7/13/16,22,51,61,134,76,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2896,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2906,8/12/19,11,51,33,95,,,,,12,,2,,,,,,0,,,,,,,,,,51,,17,3,2.33
8095 2915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8095 2915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2925,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2925,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2935,2/28/19,9,8,11,28,7,,,,,,,,,,,,1,,,,,,,,,,25,,,16,2.26
8095 2944,2/26/19,15,15,39,69,,,,,28,,,,,,,,0,,1,,2,,,,,,42,,10,18,2.00
8095 2954,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2954,12/17/16,20,6,22,48,38,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2964,2/23/22,1,16,0,17,,,,,,,,,,,,,0,,,,,,,,,,23,,,32,1.72
8095 2964,11/20/16,22,6,13,41,40,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2973,12/18/16,25,32,51,108,99,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2983,6/10/19,13,13,27,53,2,,,,,,11,,,,,,0,,,,,,,,,,,1,3,42,2.25
8095 2993,6/6/20,6,40,12,58,,,,,,,10,,1,,,,0,,,,,,,,,,19,,3,43,2.33
8095 3002,10/8/18,24,60,28,112,1,,,,17,,,,,,,,1,,1,,,,,1,,,78,1,4,4,1.00
8095 3012,4/17/19,7,11,4,22,,,,,,,,,,,,,0,,,,,,,,,,,,,63,1.96
8095 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8095 3021,4/17/19,12,15,14,41,,,,,,,9,,,,,,0,,,,,,,,,,,,1,43,1.89
8095 3031,8/16/19,2,37,16,55,2,,,,3,,2,,,,,,0,,,,,,,,,,50,1,3,30,1.94
8095 3031,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8095 3041,8/2/19,8,29,34,71,1,,,,7,,13,,1,,,,0,,,,,,,,,,46,,12,19,1.50
8095 3041,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8095 3050,11/7/18,23,38,26,87,13,,1,,37,,,,,,,,2,,,,,,,,,,3,,10,9,1.00
8095 3060,11/7/18,40,52,21,113,16,,,,24,,,,,,,,1,,,,,,,,,,6,,3,5,1.73
8095 3070,11/11/19,10,53,21,84,,,,,35,,21,,1,1,,,1,,,,,,,,,,11,,3,10,1.75
8095 3079,11/11/19,18,43,16,77,,,,,14,,27,,,,,,0,,,,,,,,,,8,,1,27,1.50
8095 3089,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3099,12/28/19,4,53,36,93,,,1,,48,,20,,,,,,0,,,,,,,,,,18,,11,2,1.50
8095 3108,12/28/19,9,33,7,49,12,,,,40,,,,,,,,0,,,,,,,,,,7,,1,29,3.20
8095 3118,2/28/19,4,1,4,9,5,,,,,,,,1,,,,0,,,,,,,,,,,,,49,1.39
8095 3128,2/28/19,16,12,7,35,10,,,,3,,,,,,,,0,,,,,,,,,,6,,,43,2.83
8095 3215,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3224,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3234,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2809,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2819,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2828,7/4/19,3,6,4,13,5,,,,13,,,,,,,,0,,,,,,,,,,,1,14,11,2.42
8104 2838,7/4/19,1,2,5,8,,,,,20,,,,,,,,0,,,,,,,,,,,1,20,11,3.34
8104 2848,4/30/19,20,34,48,102,,,,,2,,8,,,,,,1,,,,,,,,,,,,11,12,3.68
8104 2857,4/17/19,22,28,,50,24,,,,,,,,,,,,0,,,,,,,,,,,,,12,1.92
8104 2867,2/10/21,1,19,1,21,,,,,23,,5,,,1,,,1,,,,,,,,,,44,,1,34,2.16
8104 2877,6/15/16,36,7,38,81,76,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2886,6/5/16,32,14,38,84,74,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2896,3/1/22,15,23,26,64,,,,,,,2,,,,,,0,,,,1,,,,,,33,,1,15,2.57
8104 2906,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8104 2906,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2906,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2935,2/28/19,7,3,24,34,9,,,,1,,,,,,,,0,,,,,,,,,,40,1,,31,2.90
8104 2944,2/26/19,18,13,19,50,3,,,,2,,,,,,,,0,,,,,,,,,,49,,,26,1.37
8104 2954,2/12/22,4,19,1,24,,,,,,,,,,,,,0,,,,,,,,,,47,,,12,2.11
8104 2954,12/17/16,31,9,14,54,46,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2964,11/20/16,20,5,12,37,27,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2983,12/4/16,33,36,57,126,90,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2983,12/28/21,0,11,1,12,,,,,,,8,,2,,,,0,,,,2,,,,,,65,,35,16,n/a
8104 2993,3/15/21,6,45,5,56,,,,,,,13,,2,,,,0,,,,5,,,,,,,,3,25,1.25
8104 2993,12/4/16,44,33,40,117,63,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3002,3/15/21,12,56,8,76,,,,,,,20,,2,,,,0,,,,5,,,,,,,,1,6,2.33
8104 3002,12/4/16,30,27,32,89,61,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3012,10/9/18,42,29,33,104,14,,,,4,,,,,,,,0,,,,,,,,,,50,,10,7,2.70
8104 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8104 3021,12/2/16,13,14,10,37,24,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3031,7/15/19,2,20,22,44,8,,,,3,,1,,,,,,0,,,,,,,,,,1,,29,30,2.54
8104 3041,7/9/19,16,28,33,77,3,,,,1,,15,,1,,,,0,,,,1,,,,,,,,13,46,2.00
8104 3050,4/5/17,47,29,22,98,44,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3060,4/5/17,42,44,17,103,34,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3070,2/1/19,30,26,13,69,19,,,,12,,,,,,,,0,,,,,,,,,,,,,20,1.50
8104 3079,1/25/19,26,33,26,85,12,,,,13,,,,,,,,0,,,,,,,,,,,,,22,1.77
8104 3089,2/28/19,19,9,5,33,20,,1,,9,,,,,,,,0,,,,,,,,,,,,,14,3.91
8104 3099,2/28/19,8,10,16,34,12,,,,,,,,,,,,1,,,,,,,,,,,,,56,3.00
8104 3108,1/6/18,51,28,17,96,63,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3118,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3118,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8104 3128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2809,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2819,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2828,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2828,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2838,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2848,4/30/19,5,24,36,65,,,,,3,,10,,,,,,1,,,,,,,,,,,,13,12,4.26
8113 2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2857,4/17/19,2,9,8,19,11,,,,,,,,,,,,0,,,,,,,,,,,,,9,2.13
8113 2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2867,1/3/20,3,43,21,67,,,,,54,,35,,,,,,0,,,,,,,,,,12,,,21,2.78
8113 2877,7/12/16,18,9,28,55,50,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2877,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2886,6/5/16,25,6,32,63,46,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2896,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2906,11/9/19,11,11,28,50,1,,,,7,,12,,,,,,0,,,,,,,,,,,,8,17,3.22
8113 2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2915,4/5/20,40,5,20,65,,,,,10,,,,,,,,0,,,,,,,,,,50,4,,45,3.71
8113 2915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8113 2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2925,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2935,2/28/19,28,4,23,55,7,,,,,,,,,,,,0,,,,,,,,,,46,,3,25,1.61
8113 2944,2/26/19,22,5,23,50,2,,,,1,,,,,,,,0,,,,,,,,,,42,,1,39,1.55
8113 2954,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2964,3/20/20,24,29,13,66,2,,,,,,1,,,,,,0,,,,,,,,,,48,,,18,1.67
8113 2973,12/17/16,34,5,35,74,47,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8113 2983,12/4/16,30,18,57,105,67,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2993,12/4/16,19,7,11,37,31,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8113 3002,12/4/16,23,13,17,53,48,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3012,3/15/21,10,37,0,47,,,,,2,,9,,3,,,,0,,,,2,,,,,,,,4,29,1.57
8113 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 3031,7/15/19,26,44,38,108,1,,,,16,,2,,,,,2,2,,,,,,,,,,24,,47,3,4.00
8113 3041,7/9/19,18,18,22,58,5,,,,6,,21,,,,,,0,,,,,,,,,,1,,11,34,2.50
8113 3050,4/5/17,38,42,28,108,43,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3070,4/5/17,46,41,20,107,40,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3079,2/1/19,18,22,14,54,6,,,,5,,,,,,,,0,,,,,,,,,,,,4,19,2.35
8113 3089,5/8/17,26,25,24,75,48,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3099,9/23/18,18,19,41,78,2,,,,,,,,,,,,0,,,,,,,,,,56,,6,11,2.64
8113 3108,9/23/18,13,25,45,83,2,,,,,,,,,,,,0,,,,,,,,,,78,,4,6,2.00
8113 3118,1/6/18,22,41,67,130,75,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3128,1/6/18,38,17,27,82,89,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2819,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2828,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2838,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2848,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2848,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2857,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2857,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2867,12/28/19,10,45,43,98,9,,,,4,,,,,,,,0,,,,,,,,,,8,,1,13,1.93
8122 2877,7/12/16,38,23,49,110,81,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2877,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2886,7/12/16,30,4,25,59,32,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2896,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2896,7/13/16,18,7,24,49,37,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2906,1/3/20,31,35,64,130,2,,,,1,,53,,,,,,0,,,,,,,,,,6,,,14,1.93
8122 2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 2915,1/3/20,38,43,73,154,,,,,54,,65,,,,,,0,,,,,,,,,,2,1,1,1,1.57
8122 2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 2925,11/9/19,20,11,24,55,,,,,,,,,,1,,1,2,,,,,,,,,,,,41,33,1.71
8122 2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 2935,11/10/19,23,24,30,77,,,,,,,41,,,,,2,3,,,,,,,,,,,,6,23,1.63
8122 2935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 2944,2/26/19,12,0,17,29,9,,,,,,,,,,,,0,,,,,,,,,,,,2,32,2.85
8122 2954,12/17/16,20,6,22,48,38,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2964,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2973,12/18/16,27,2,34,63,55,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8122 2983,11/15/17,28,58,55,141,56,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2993,12/4/16,22,3,24,49,38,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3012,12/2/16,38,18,41,97,52,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8122 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3031,1/14/17,13,4,20,37,67,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 3041,1/14/17,23,8,57,88,99,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 3050,2/8/17,30,9,36,75,84,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3050,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3060,4/5/17,40,28,32,100,20,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3070,4/5/17,38,29,20,87,58,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3079,3/9/17,38,13,33,84,75,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3079,9/30/20,7,56,7,70,,,,,13,,3,,,,,,0,,,,,,,,,,24,,,17,3.30
8122 3089,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3089,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3099,9/23/18,9,26,58,93,13,,,,,,,,,,,,1,,,,,,,,,,58,,16,5,2.80
8122 3108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3118,7/17/17,52,42,73,167,81,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3128,1/6/18,39,29,41,109,92,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2857,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2867,7/12/16,2,9,28,39,50,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2877,7/12/16,16,11,55,82,65,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2877,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2886,6/5/16,20,5,55,80,51,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2896,7/13/16,20,5,38,63,36,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2896,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2896,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2906,1/3/20,10,37,60,107,2,,,,,,47,,,1,,,1,,,,,,,,,,2,,,14,1.88
8131 2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2925,11/9/19,8,9,34,51,3,,,,,,1,,,5,,,5,,,,,,,,,,,,26,37,1.38
8131 2935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2935,11/9/19,15,17,22,54,,,,,,,5,,,2,,,2,,,,,,,,,,,,36,34,2.60
8131 2944,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2944,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2944,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2954,2/26/19,6,0,7,13,4,,,,,,,,,,,,0,,,,,,,,,,1,,3,14,2.03
8131 2964,2/26/19,4,0,26,30,8,,,,,,,,,,,,1,,,,,,,,,,,,,37,3.25
8131 2973,11/15/17,33,61,76,170,61,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2983,12/4/16,37,12,59,108,65,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2993,11/20/16,24,9,22,55,36,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2993,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8131 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3021,12/2/16,14,9,24,47,36,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3031,1/14/16,34,6,53,93,70,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3041,2/8/17,18,4,30,52,52,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3041,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3050,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3050,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3050a,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3060,2/25/17,33,11,60,104,79,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3070,3/9/17,33,5,45,83,56,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3079,10/8/21,13,27,27,67,,,,,1,,4,,,,,,0,,,,,,,,,,64,,,13,3.28
8131 3079,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3089,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3099,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3099,7/25/17,30,18,55,103,72,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3108,7/17/17,39,30,46,115,59,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 3157,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3157,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3195,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2906,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2906,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2906,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2935,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2935,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2944,5/3/20,9,20,42,71,2,,,,,,7,,,,,1,1,,,,,,,,,,1,,15,30,2.50
8140 2954,2/26/19,4,0,18,22,2,,,,,,,,,,,,0,,,,,,,,,,,,,21,3.00
8140 2954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 2964,2/26/19,9,7,37,53,11,,,,,,,,,,,,0,,,,,,,,,,,,,22,3.45
8140 2964,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2964,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2973,1/5/21,4,37,76,117,,,,,,,9,,,,,,1,,,,,,,,,,88,2,4,12,1.80
8140 2973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 2983,1/6/21,2,20,23,45,1,,,,15,,9,,,,,,0,,,,,,,,,,49,,,26,3.05
8140 2983,5/8/17,29,8,33,70,39,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2993,8/6/16,18,1,27,46,11,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2993,1/6/21,6,20,23,49,,,,,,,1,,,,,,0,,,,,,,,,,36,,,32,1.63
8140 3002,1/6/21,1,8,13,22,,,,,,,3,,,1,,,1,,,,,,,,,,25,,,42,2.13
8140 3002,12/5/16,16,1,29,46,31,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3012,1/6/21,3,19,14,36,,,,,1,,8,,,,,,0,,,,,,,,,,34,,,49,2.31
8140 3012,12/2/16,18,3,23,44,38,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3021,3/20/20,14,14,26,54,,,,,2,,5,,,,,,0,,,,,,,,,,34,,2,39,3.00
8140 3031,3/24/21,5,27,26,58,1,,,,13,,11,,,,,,0,,,,,,,,,,6,,,22,2.85
8140 3031,1/14/17,10,3,28,41,32,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3041,3/24/21,0,37,24,61,,,,,11,,11,,,,,1,1,,,,,,,,,,,,,19,3.13
8140 3041,3/4/17,29,7,55,91,80,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
