GRID NAME,date assess,AA  1 yr,AS  1 yr,GS  1 yr,Total IAA  1 yr,O 1yr,BRY  1yr,BS  1yr,CR 1yr,C 1yr,CE 1yr,CH 1yr,CLA  1yr,DC 1yr,DA  1yr,DF  1yr,DS  1yr,Total Dictyota 1yr,GC 1yr,GP 1yr,GR 1yr,HAL/HD  1yr,HH 1yr,HYD 1yr,HC 1yr,HM 1yr,LC 1yr,LM 1yr,P  1yr,SF 1yr,ROCK COUNT  (0 cm),SEDIMENT DEPTH MEAN m+s  cm
8095 2809,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2819,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2828,7/10/17,6,14,3,23,41,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2838,7/10/17,10,4,2,16,24,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2848,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2857,4/21/17,42,54,26,122,92,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2857,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2867,2/28/19,0,3,1,4,4,,,,,,,,,,,,1,,,,,,,,,,7,,3,40,1.81
8095 2877,7/16/14,2,,,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2896,7/18/14,40,,,40,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2896,9/22/20,3,52,9,64,,,,,,,1,,,2,,,2,,,,,,,,,,42,,3,26,1.42
8095 2906,8/6/17,22,56,45,123,81,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2915,3/5/21,12,30,49,91,,,,,16,,9,,,,,,0,4,,,5,,,,,,1,,5,9,2.00
8095 2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8095 2915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2925,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2925,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2935,2/1/17,33,9,25,67,60,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2944,2/1/17,33,12,30,75,67,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2954,6/26/21,2,13,0,15,,,,,4,,,,,,,,0,,,,,,,,,,27,,2,49,2.37
8095 2954,12/17/14,20,5,1,25,1,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2964,1/3/20,9,39,12,60,1,,,,46,,13,,,,,,0,,,,,,,,,,20,,4,24,1.40
8095 2964,11/5/14,5,8,3,16,14,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2973,2/12/21,3,7,10,20,,,,,5,,1,,,,,,0,1,,,,,,,,,56,,7,30,1.50
8095 2973,12/16/14,27,2,21,50,15,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2983,6/2/17,31,64,23,118,70,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 2993,5/29/18,20,48,20,88,17,,,,,,,,,,,,0,,,,,,,,,,6,,,21,2.27
8095 3002,10/15/16,23,47,36,106,62,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3012,4/21/17,31,49,16,96,83,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3012,11/28/21,9,16,5,30,,,,,,,10,,1,,,,0,,,,7,,,,,,62,,,32,2.33
8095 3021,4/21/17,22,28,19,69,60,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3031,8/6/17,23,37,40,100,50,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3031,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8095 3041,8/6/17,40,56,29,125,58,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3041,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8095 3050,11/26/16,42,28,43,113,111,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3060,11/26/16,37,33,46,116,98,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3070,11/15/17,29,53,16,98,89,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3079,11/15/17,29,56,33,118,90,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3089,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3099,12/1/17,12,44,53,109,47,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3108,12/1/17,26,33,18,77,44,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3118,3/4/17,30,34,13,77,62,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3128,3/4/17,34,11,11,56,107,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3215,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3224,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8095 3234,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2809,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2819,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2828,7/10/17,29,25,6,60,62,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2838,7/10/17,18,20,5,43,56,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2848,4/5/17,31,24,16,71,106,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2857,4/21/17,30,56,37,123,112,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2867,2/28/19,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,4,27,2.29
8104 2877,6/18/14,18,,,18,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2886,6/18/14,18,,,18,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2886,9/22/20,23,50,14,87,,,,,10,,,,,,,,0,,,,,,,,,,59,,3,24,4.75
8104 2896,2/19/20,5,43,45,93,,,,,47,,31,,,,,,0,,,,,,,,,,63,,,30,1.00
8104 2906,3/5/21,15,29,49,93,1,,,,14,,19,,,,,,0,1,,,3,,,,,,1,,17,10,1.65
8104 2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8104 2906,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2906,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2915,3/5/21,7,34,29,70,2,,,,26,,6,,,,,,1,1,,,,,,,,,,,13,11,2.40
8104 2915,4/13/18,34,34,26,94,13,,,,8,,,,1,,,,9,,,,1,,,1,,,19,1,9,8,2.14
8104 2935,2/1/17,35,3,27,65,50,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2944,2/1/17,10,6,6,22,41,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2954,1/3/20,7,43,25,75,,,,,39,,28,,,,,,0,,,,,,,,,,13,,2,17,2.09
8104 2954,12/17/14,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2964,11/5/14,9,17,2,28,7,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2983,12/16/14,7,20,26,53,60,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 2983,12/28/19,9,64,41,114,,,,,65,,32,,,,,1,1,,,,,,,,,,1,,3,12,2.00
8104 2993,3/14/19,15,9,1,25,1,,,,,,,,1,,,,0,,,,,,,,,,,,,37,1.96
8104 2993,12/20/14,16,16,10,42,24,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3002,3/14/19,26,14,14,54,4,,,,1,,,,1,,,,0,,,,,,,,,,,1,,36,1.58
8104 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3012,10/15/16,21,15,11,47,27,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8104 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3031,7/25/17,15,43,36,94,64,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3041,7/17/17,28,35,27,90,94,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3050,4/4/15,23,,,23,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3060,4/4/15,28,,,28,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3070,2/27/17,8,18,4,30,98,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3079,2/27/17,17,26,6,49,127,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3089,3/4/17,32,22,26,80,106,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3099,3/4/17,20,34,35,89,80,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3108,1/15/16,17,11,31,59,36,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3118,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3118,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8104 3128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8104 3128,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2809,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2819,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2828,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2828,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2838,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2848,4/5/17,60,29,38,127,45,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2857,4/21/17,32,25,15,72,53,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2867,1/17/18,14,39,36,89,74,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2877,7/16/14,20,,,20,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2877,11/28/20,12,60,25,97,,,,,46,,6,,,,,,0,,,,,,,,,,60,,1,2,2.70
8113 2886,6/18/14,30,,,30,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2886,11/28/20,9,49,51,109,,,,,24,,,,,1,,7,8,,,,,,,,,,52,,5,5,2.79
8113 2896,2/19/20,14,20,14,48,,,,,14,,27,,,,,,0,,,,,,,,,,31,,,45,2.00
8113 2896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2906,11/10/17,17,40,43,100,112,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2915,4/7/18,4,17,7,28,14,,,,9,,,,,,,,0,,,,,,,,,,1,,9,19,1.59
8113 2915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8113 2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2925,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 2935,2/1/17,29,4,23,56,28,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2944,2/1/17,16,3,14,33,28,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2954,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2964,3/6/18,39,27,16,82,51,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2973,12/16/14,20,1,13,34,5,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2973,9/26/20,6,24,5,35,,,,,,,,,,,,,0,,,,,,,,,,,,2,51,n/a
8113 2983,2/23/22,1,12,14,27,,,,,,,4,,,,,,0,,,,,,,,,,9,,,12,1.42
8113 2983,12/16/14,2,16,29,47,52,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 2993,12/20/14,14,9,6,29,18,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3002,2/23/22,8,48,7,63,,,,,,,3,,7,,,,0,,,,,,,,,,55,,,23,4.57
8113 3002,12/20/14,26,11,16,53,37,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3012,3/14/19,19,8,16,43,6,,,,,,,,1,,,,0,,,,,,,,,,,,,49,1.36
8113 3012,3/14/19,19,8,16,43,6,,,,,,,,1,,,,0,,,,,,,,,,,,,49,1.33
8113 3012,10/15/16,14,9,20,43,26,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113 3031,7/25/17,25,22,27,74,66,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3041,7/17/17,27,44,13,84,88,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3050,4/11/15,29,2,10,41,33,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3070,4/11/15,29,8,17,54,20,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3079,2/27/17,16,7,9,32,80,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3089,5/28/15,28,,,28,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3099,9/1/16,36,63,42,141,50,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3108,9/27/16,34,38,37,109,43,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3118,1/15/16,7,5,37,49,38,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8113 3128,1/15/16,15,21,14,50,62,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2819,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2828,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2838,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2848,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2848,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2857,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2857,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2867,1/17/18,24,56,64,144,44,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2877,7/18/14,11,,,11,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2877,11/28/20,2,55,41,98,2,,,,41,,2,,,3,,1,4,,,,,,,,,,44,,18,12,2.30
8122 2886,7/18/14,35,,,35,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2886,11/28/20,2,53,30,85,,,,,17,,9,,,,,5,5,,,,,,,,,,39,,10,11,2.69
8122 2896,2/10/21,3,35,32,70,1,,,,32,,19,,,,,,0,,,,,,,,,,69,1,6,19,2.33
8122 2896,7/18/14,45,,,45,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2906,1/17/18,9,22,19,50,33,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 2915,1/17/18,29,27,40,96,60,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 2925,11/10/17,10,25,18,53,73,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 2935,11/10/17,29,25,8,62,29,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 2944,2/1/17,10,3,17,30,18,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2954,12/17/14,9,8,3,20,1,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2964,1/5/21,9,5,17,31,2,,,,5,,16,,,,,1,4,,,,,,,,,,45,,6,45,1.17
8122 2973,12/16/14,1,1,3,5,5,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2973,9/26/20,7,41,20,68,,,,,,,,,,,,,0,,,,,,,,,,18,,1,18,n/a
8122 2983,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
8122 2983,11/7/15,13,9,54,76,61,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 2993,12/20/14,5,4,6,15,21,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3012,12/2/21,3,8,0,11,,,,,1,,,,,,,,0,,,,,,,,,,55,,1,36,2.75
8122 3021,3/20/20,7,24,1,32,,,,,3,,1,,,,,,0,,,,,,,,,,29,,,39,1.95
8122 3031,1/1/15,13,14,28,55,40,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 3041,,14,8,48,70,57,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 3050,2/4/15,10,11,32,53,59,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3050,3/27/21,0,35,18,53,7,,,,,,,,,,,,0,,,,,,,,,,,,6,55,2.55
8122 3060,4/11/15,33,11,15,59,22,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3070,4/4/15,11,,,11,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3079,3/27/15,16,,,16,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3079,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3089,2/1/20,1,25,49,75,,,,,50,,,,,,,,0,,,,,,,,,,81,1,5,6,2.25
8122 3089,6/x/15,8,,,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3099,9/27/16,20,43,69,132,54,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3118,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3128,1/15/16,6,6,24,36,38,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3137,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8122 3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122 3157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2857,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2867,7/16/14,36,,,36,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2877,7/16/14,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2877,5/30/20,0,28,66,94,,,,,1,,22,,1,,,1,1,,,,,,,,,,4,,9,6,2.52
8131 2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2886,6/18/14,36,,,36,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2886,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2886,6/11/21,0,55,53,108,2,,,,3,11,,,,3,,,5,,,,,,,,,,35,,15,11,2.14
8131 2886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2896,7/16/14,2,,,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2896,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2896,10/30/20,12,55,56,,1,,,,,,,,,3,,3,14,,,,,,,,,,36,,9,13,2.33
8131 2906,1/17/18,17,40,51,108,39,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2915,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2925,11/10/17,18,14,12,44,37,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 2935,11/10/17,27,44,32,103,73,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2944,11/4/20,5,55,41,,,,,,2,,8,,,1,,1,2,,,,,,,,,,13,,12,27,1.25
8131 2944,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2944,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2954,2/3/17,6,1,20,27,20,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2964,2/3/17,38,4,43,85,52,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2973,11/7/15,18,3,45,66,38,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2983,12/20/14,6,7,17,30,22,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2993,11/5/14,11,15,13,39,13,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 2993,11/28/21,7,17,7,31,,,,,,,3,,,,,,0,,,,,,,,,,3,,,39,1.47
8131 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3012,3/20/20,1,11,9,21,,,,,15,,3,,,,,,0,,,,,,,,,,25,,1,18,2.02
8131 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3021,3/20/20,9,29,11,49,,,,,3,,1,,,,,,0,,,,,,,,,,38,,,44,1.60
8131 3021,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3031,,6,1,25,32,29,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3041,2/4/15,16,22,43,81,54,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3041,3/27/21,5,26,23,54,6,,,,,,,,,,,,0,,,,,,,,,,,,4,36,2.20
8131 3050,3/27/21,2,20,9,31,,,,,,,3,,,,,,0,,,,,,,,,,,,5,45,1.76
8131 3050,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3050a,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3060,3/27/21,4,43,16,63,,,,,,,,,,,,,0,,,,,,,,,,13,,9,36,1.50
8131 3060,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3070,3/27/15,15,,,15,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3079,10/26/19,1,22,36,59,,,,,9,,28,,,,,,0,,,,,,,,,,2,,27,9,2.50
8131 3079,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3089,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3099,2/1/20,0,4,70,74,,,,,6,,,,,,,,0,,,,,,,,,,88,,1,5,n/a
8131 3099,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131 3157,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3157,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8131 3195,6/24/20,4,18,14,36,,,,,,,2,,,,,,0,,,,,,,,,,,,11,25,2.12
8140 2886,7/30/20,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,15.66
8140 2906,9/26/20,0,81,99,180,,,,,,,23,,,7,,,7,,,,,,,,,,9,,15,1,2.00
8140 2906,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2906,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2935,5/19/18,11,5,50,66,1,,,,,,,,,,,,0,,,,,,,,,,59,,,19,1.78
8140 2935,5/3/20,7,24,51,82,2,,,,,,12,,,,,,0,,,,,,,,,,1,,8,21,3.45
8140 2944,5/25/18,17,8,38,63,4,,,,,,,,,,,,0,,,,,,,,,,36,,,24,2.32
8140 2954,2/3/17,16,4,29,49,42,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 2964,2/3/17,26,10,71,107,52,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2964,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2964,11/4/20,3,46,35,84,,,,,1,,7,,,2,1,1,4,,,,,,,,,,3,,10,24,1.82
8140 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2973,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140 2983,2/1/19,6,3,26,35,7,,,,,,,,,,,,0,,,,,,,,,,,,,42,1.76
8140 2983,4/4/15,19,,,19,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2993,8/1/14,28,,,28,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 2993,2/1/19,4,14,40,58,26,,,,,,,,,,,,0,,,,,,,,,,,,2,20,1.71
8140 3002,2/1/19,8,10,40,58,18,,,,,,,,,,,,0,,,,,,,,,,,,,20,1.79
8140 3002,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3012,2/1/19,7,5,24,36,15,,,,,,,,,,,,0,,,,,,,,,,,,2,27,1.41
8140 3012,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3021,3/6/18,28,22,58,108,58,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
8140 3031,3/14/19,2,3,44,49,12,,,,,,,,,,,,0,,,,,,,,,,,,,13,1.90
8140 3031,,10,1,39,50,36,,,,,,,,,,,,0,,,,,,,,,,,,,,n/a
